A Digital Hardware Implementation for A new Mixed-Order Nonlinear 3-D Chaotic System,Elsafty A.H. ,"Nile University, Nanoelectronics Integrated Systems Center (NISC), Giza,",57202986074,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=57202986074&zone=,"Elsafty, Abdulaziz H.","Elsafty, Abdulaziz H. ; ElSafty, Abdulaziz H. ; Elsafty, Abdulaziz H."
FPGA implementation of fractional-order Chua's chaotic system, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA implementation of fractional-order integrator and differentiator based on Grünwald Letnikov's definition, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA implementation of integer/fractional chaotic systems, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA implementation of sound encryption system based on fractional-order chaotic systems, Radwan A.G. ,"School of Engineering and Basic Sciences, Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA Implementation of the Fractional Order Integrator/Differentiator: Two Approaches and Applications, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA implementation of two fractional order chaotic systems, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA Implementation of X- and Heart-shapes Controllable Multi-Scroll Attractors, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA realization of ALU for mobile GPU, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA realization of Caputo and Grünwald-Letnikov operators, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA realization of speech encryption based on modified chaotic logistic map, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
FPGA Speech Encryption Realization Based on Variable S-Box and Memristor Chaotic Circuit, Radwan A.G. ,"NISC Research Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Fractional calculus definitions, approximations, and engineering applications", Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional chaos maps with flower pollination algorithm for chaotic systems’ parameters identification, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional controllable multi-scroll V-shape attractor with parameters effect, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order butterworth filter: Active and passive realizations, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order Chebyshev-like low-pass filters based on integer order poles, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order four-phase oscillator based on double integrator topology, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order integrator/differentiator: FPGA implementation and FOPID controller application, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional Order Oscillator Design Based on Two-Port Network, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order oscillators based on operational transresistance amplifiers, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order oscillators with single non-zero transmission matrix element, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional Order Sallen–Key and KHN Filters: Stability and Poles Allocation, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional order two port network oscillator with equal order, Radwan A. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional X-shape controllable multi-scroll attractor with parameter effect and FPGA automatic design tool software, Radwan A.G. ,"School of Engineering and Basic Sciences, Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order and memristive nonlinear systems: Advances and applications,Radwan A.G. ,"NISC Research Center, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order DISPR model for the AIDS epidemiological dynamics, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order Fitzhugh-Nagumo and Izhikevich neuron models, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order impedance transformation based on three port mutators, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile UniversityCairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order inverting and non-inverting filters based on CFOA, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order mathematical model for Chronic Myeloid Leukaemia, Radwan A.G. ,"NISC Research Centre, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-Order Model (FOM) for high-strength substrate biodegradation in conventional UASB reactor, Radwan A.G. ,"NISC Research Center, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order multi-phase oscillators design and analysis suitable for higher-order PSK applications, Radwan A.G. ,"Nano-electronic Integrated Systems Center, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order mutual inductance: Analysis and design, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order Nonminimum-phase Filter Design, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order oscillator based on single CCII, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-Order Oscillators Based on Double Op-Amp, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order RC and RL circuits,Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-Order Relaxation Oscillators Based on Op-Amp and OTRA, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-order synchronization of two neurons using Fitzhugh-Nagumo neuron model, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Fractional-Order Two-Port Networks, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Frational Order Inverse Filters Based on CCII Family, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Fundamentals of fractional-order LTI circuits and systems: number of poles, stability, time and frequency responses", Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
General fractional order mem-elements mutators, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalization of third-order low pass filters to the fractional-order domain with experimental results, Radwan A.G. ,"NISC Research Centre, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized analysis of symmetric and asymmetric memristive two-gate relaxation oscillators, Radwan A.G. ,"Nano-electronic Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized delayed logistic map suitable for pseudo-random number generation, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized double-humped logistic map-based medical image encryption, Radwan A.G. ,"NISC Research Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized dynamic switched synchronization between combinations of fractional-order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized family of fractional-order oscillators based on single CFOA and RC network, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized fractional logistic map encryption system based on FPGA, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized fractional logistic map suitable for data encryption, Radwan A.G. ,"NISC Research Center, Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized hardware post-processing technique for chaos-based pseudorandom number generators, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized smooth transition map between tent and logistic maps, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized switched synchronization and dependent image encryption using dynamically rotating fractional-order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized synchronization involving a linear combination of fractional-order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized synchronization of different dimensional integer-order and fractional order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized synchronization of different dimensional integer-order and fractional order chaotic systems, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Cairo,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generalized two-port network based fractional order filters, Radwan A.G. ,"Faculty of Engineering and Basic Sciences, Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generic FPGA Design of Spiking Neuron Model, Radwan A.G. ,"School of Engineering and Applied Sciences Nile University,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Generic Hardware of Fractional Order Multi-Scrolls Chaotic Generator Based on FPGA, Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Guest Editorial: Fractional-Order Circuits and Systems: Theory, Design, and Applications", Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, 6th of October City,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Hardware realization of a secure and enhanced s-box based speech encryption engine, Radwan A.G. ,"School of Engineering and Applied Sciences, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
"Hardware Speech Encryption Using a Chaotic Generator, Dynamic Shift and Bit Permutation", Radwan A.G. ,"Nanoelectronics Integrated Systems Center, Nile University, Cairo, 12588,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Heating and Freezing Injury to Plant Tissues and Their Effect on Bioimpedance: Experimental Study, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC, Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
Hermite polynomials in the fractional order domain suitable for special filters design, Radwan A.G. ,"Nanoelectronics Integrated Systems Center (NISC), Nile University, Giza,",7103379659,https://www.scopus.com/authid/detail.uri?origin=resultslist&authorId=7103379659&zone=,"Radwan, Ahmed","Radwan, Ahmed ; Radwan, Ahmed G. ; Radwan, Ahmed Gomaa ; Radwan, A. G. ; Radwan, A. ; Ahmed, A. G. ; Radwan, Ahmad G."
